bdb_id	strongs	headword	type	entry
b.ab.aa	b	בְּ	root	בְּ prep. in (Moab. בּ, Syr. Syriac, Ar. Arabic, Eth. Ethiopic) before tone-syllables in certain cases (Ges §102.2) בָּ, with suff. בִּי; בְּךָ (Ex 7:29 2 S 22:30 ψ 141:8 בְּכָה) in pause and fem. בָּךְ; בֹּו (once, Je 17:24 Kt בֹּה) בָּהּ; בָּנוּ; בָּכֶם, [בָּכֶן]; בָּהֶם, בָּם [also בָּהֵ֫מָּה †Ex 30:4 36:1 Hb 1:16], בָּהֵן †I S 31:7 Is 38:16 Ez 42:14 [15 times בָּהֵן (Fr MM 235), and thrice, Lv 5:22 Nu 13:19 Je 5:17, בָּהֵ֫נָּה] Prep. denoting properly in, Gk. ἐν, but applied in many derived and fig. significations. The senses expressed by בְּ are grouped by the Rabbis in three classes, בֵּית הַכּלִי Beth vasculi, בֵּית הַדִּיבּוּק וְהַגְּגִיעָה Beth coniunctionis et viciniae, בֵּית הָעֵזֶר Beth auxilii; and the same arrangement may be followed here, though the limits between the three classes are not clearly defined, and they sometimes overlap one another. In: strictly, of position in a place (which often is expressed more precisely by בְּתוֹךְ ,בְּקֶרֶב), as בַּבַּיִת in the house, בָּעִיר in the city, בַּדּוּד, in the pot, בָּאָרֶץ in the land, etc. constantly. Heb. idiom also says בָּהָר in the mountain Ex 24:18 etc., even in cases where we could hardly avoid saying on, as I K 11:7 19:11: so בְּחֹרֵב Dt 1:16 al.; בְּרֹאשׁ הָהָר Ex 24:17 ψ 72:16. Preceded by a verb of motion (esp. עָבַר) בְּ = through, as Gn 12:6 and Abram passed through בָּאָרֶץ in the land = passed through it, 13:17 2 S 24:2 +; in (= through) a gate, Is 62:10 Je 17:19 Mi 2:13. Fig. to speak בְּאַזְנֵי in the ears of . . . ; to be good (or evil, etc.) בּעֵינֵי in the eyes of. . , of presence in the midst of a multitude, among, Ex 14:28 there was not left בָּהֶם among them even one, Lv 26:36 2 S 15:31 Ahitophel בַּקֹשְׁרִים is among the conspirators, 2 K 18:5 בְּכֹל מַלְכֵי יְהוּדָה. So בְּךָ in thee (of Israel, coll.) Dt 7:14 15:4, 7 18:10 23:11 28:54 (diff. from עִמָּ֑ךְ beside thee Lv 25:35).—Spec. of an individ., implying eminency among: Jos 14:15 Je 46:18 Tabor among the mountains, 49:15 Pr 30:30 Ct 1:6 הַיָּפָה בַגָּשִׁים the fair one (= the fairest) among women, La 1:1: cf. Luke 1:42. On I S 17:12 v. Dr. hence with some verbs, when the action refers to only a part of the object, as הִכָּה בְּ to smite among . . . i.e. to smite some of . . . (diff. from הִכָּה with accus.); הָרַג בְּ ψ 78:31; נָשָׂא בְּ to bear in, i.e. to share in bearing, Nu 11:17 al.; בָּנָה בְּ to build in or at Zc 6:15 Ne 4:4; עָשָׂה בְּ Ex 5:9; אָמֵל בְּ to labour on Jon 4:10; אָכַל בְּ to eat or drink of Ju 13:16 Pr 9:5; חָלַק בְּ to give a share in Jb 39:17. specifying the parts of which a whole consists (esp. in P) Gn 7:21 8:17 9:10.16 17:23 Ex 12:19 Nu 31:11.25 Ho 4:3. with ref. to the limits enclosing a space, within: Ex 20:10 בִּשְׁעָרֶיךָ within thy gates, Is 56:5 בְּחוֹמוֹתַי within my walls. often pregn. with verbs of motion, when the movement to a place results in rest in it, into: after בָּא Gn 19:8 Is 19:23; נָתַן Gn 27:17; שָׁלַח to send Lv 16:22; in among Jos 23:7.12 1 K 11:2.—Ho 12:7 (an extreme case) שׁוּב בְּ to return (and rest) in thy God, 1 Sa 16:3 (unless לַזָּבַ֑ח should be read, as v. 7).—עַיִן בְּעַיִן (with) eye (looking) into eye † Nu 14:14 Is 52:8; פָּנִים בְּפָנִים †Dt 5:4; עֵינֵי פְ' בְּ the eyes of . . . are upon, both in favourable Dt 11:12 ψ 101:6) and hostile Am 9:8 Jb 7:8) sense. applied to time, as Gn 1:1 בְּרֵאשִׁית in the beginning; 2:2 בַּיֹּום הַשְּׁבִיעִי on the seventh day; Ju 10:8 בַּשְָּׁנָה הַהִיא in that year; & constantly. of a state or condition, whether material or mental, in which an action takes place: so oft., בְּשָׁלֹום in peace Gn 15:15; בַּצָּרָה in distress ψ 91:15; הָלַךְ בְּתֻמֹּו to walk in his integrity; Ex 5:19 בְּרָע in evil case. בְּ introduces the predicate, denoting it as that in which the subj. consists, or in which it shews itself (the Beth essentiae,—common in Arabic, esp. with a ptcp. or adj. and in a negative sentence: Qor 2:79 Arabic and God (appears) not as one remiss; 2:7 Arabic and they are not believers [comp. French en—en honnête homme]; v. WAG II. §56a): viz. a primary pred., Ex 18:4 the God of my fathers בְּעֶזְרִי was my help, ψ 146:6 Ho 13:9 (rd.: כִּי מִי בְעֶזְרֶֽךָwith 𝔊 𝔖 Che al.); ψ 68:5 בְּיָהּ שְׁמֹו his name consists in Yah, Jb 23:13 37:10. With the pred. in the pl. (as pl. maj.) ψ 118:7 י' בְּעֹזְרָ֑י J. is my great helper, 54:6 (v. Che), Ju 11:35. a secondary pred., Ex 6:3 and I appeared unto them בְּאֵל שַׁדָּ֑י as God Almighty, Nu 26:53 בְּנַחֲלָ֖ה as an inheritance, 34:2 Ez 46:16 47:14 Dt 10:22 26:14 I have not put away therefrom בְּמָמֵא as one unclean = while unclean, 28:62 Is 40:10 בְּחָזָק יָבֹוא he cometh as a strong one, ψ 35:2 (where v. De) and rise up as my help, v. 16, 39:7 55:19 Pr 3:26 Jb 36:32 (De). a pred. as accus., Is 48:10 I have refined thee וְלֹא בְכָ֑סֶף but not as though silver, Ez 20:41; Nu 18:26 36:2 Jos 13:6.7 23:4 Ez 45:1 47:22.22 (rd. יַפִּלוּ) 48:29 (v. 𝔊 Co) all בְּנַחֲלָה (cf. b), ψ 78:65 & allotted בְּחֶבֶל נַחֲלָה as a line of inheritance (i.e. as a measured inheritance). Is 26:4 כִּי בְּיָהּ יהוה צוּר עוֹלָמִים י' is different—for in Yah there is a rock of ages (cf. Qor 4:7.47 there is sufficiency in God as a patron). in comparisons, ψ 37:20 consume away בֶּעָשָׁן in the form of, as, smoke 78:33 102:4 Jb 34:36 36:14. Denoting proximity— at, by (not very common): 1 Sa 29:1 בָּעַיִן by the spring; Ez 10:15.20 בִּנְהַר כְּבָר by the river Chebar (1:3 עַל). on: Gn 8:20 Nu 23:2 בַּמִּזְבֵּחַ on the altar; Ju 8:21 on the necks of the camels; 1 K 2:5 al. בְּמָתְנָיו on his loins; Is 59:17 a helmet בְּרֹאשֹׁו on his head. often with verbs of touching, approaching, taking hold of, cleaving, etc., as תָּפַשׂ,תָּמַךְ ,פָּגַע ,קָרַב ,נָגַשׁ,נָגַע ,חָשַׁק ,דָּבֵק ,אָחַן (see these words). with words expressing or implying an act of hostility— against: Gn 16:12 יָדוֹ בַבֹּל וְיַד בֹּל בֹּו his hand against all, and the hand of all against him; הָֽיְתָה יַד פְּ' בּ Dt 13:10 1 Sa 5:9 18:17 +oft. Hence after verbs (q.v.) of fighting (רִיב ,נִלחַם), going up to invade (עָלָה), being angry (חָרָה אַף ,אָנַף ,הִתְעַבֵּר), sinning or acting treacherously (כִּחֶשׁ ,כִּזֵּב ,שִׁפֵּר ,פָּשַׁע ,מָעַל ,מָרָה מָרַד ,בָּנַד ,חָטָא), testifying (הֵעִיר ,עָנָה), mocking (הֵתֵל ,הִלְעִיג), feeling loathing (קוּץ), rebuking (גָּעַר: prop. to protest loudly), speaking (דִּבֶּר: Nu 12:8b), etc., & even (an extreme case) Ho 7:14 יָסוּרוּ בִי they turn aside (so as to be) against me. In a weaker sense מַשְׁתִּין בַּקִּיר mingens ad parietem 1 Sa 25:22 al. down to, upon (super with accus.), esp. in such phrases as דָּמָיו בּוֹ Lv 20:9 al. his blood be upon him דָּמֹו בְרֹאשֹׁו his blood be upon his head Jos 2:19; בְּרֹאשֹׁו (הֵשִׁיב י') שׁוּב Ju 8:57 (רָעָה), 1 K 2:33 (דָּם), v. 44 (רָאָה), ψ 7:17 (עֲמָלוֹ ); נָתַן דֶּרֶךְ פּ' בּרֹאשׁוֹ 1 K 8:32 & oft. in Ez, as 9:10 11:21. With— of accompaniment: Nn 20:20 בְּעַם כָּבֵד with much people, Jos 22:8 Ju 11:34 1 K 10:2 2 K 5:9 Je 41:15; Ex 21:22 and he shall give בִּפְלִלִים with arbitrators (arbitrators being employed), Is 8:16; בְּלִמֻּדָֽי with my disciples, i.e. having them present; Ex 8:1.13 Je 11:19 עֵץ בְּלַחְמוֹ a tree with its sap; 1 K 19:19 וְהוּא בִּשְׁגֵים הֶעָשָׂר and he with the 12th. often of what one takes or brings with one: Gn 32:11 בְּמַפקְלִי with my staff I passed over Jordan, Ju 11:34 15:1 1 Sa 1:24 Is 7:24; Mi 6:6 al. קִדֵּם בְּ to go to meet with; בָּא בְּ to come with Lv 16:3 ψ 66:13 71:16. (In Arabic this usage is developed more fully than in Hebrew, and Arabic lit. to come with, Arabic, lit. to go away with, are used idiomatically in the sense of to bring, and to take away respectively: WAG II.§56b.) Hence בְּאֵין ,בְּלֹא ,בִּבְלִי ,בְּאֶפֶס = without. of concomitant (or surrounding) conditions, as בְּחִפָּזוֹן with (or in) haste; בְּצֶדֶק with (or in) righteousness; בִּשְׁגָגָה in error; בִּתְרוּעָה וּבְקוֹל שׁוֹפָר 2 S 6:15; often; in such phrasese as בְּצִדְקָֽתְךָ ψ 31:2 in thy righteousness; בְּחַסְדְּךָ in thy mercy Ex 15:13;—בּאָשְׁרִי with my happiness! = happy am I Gn 30:13; ψ 29:4 the voice of י' is בַּכֹּחַ with power = is powerful; Ex 32:12 בְּרָעָה with evil purpose; ψ 73:8 בְרָע in wickedness; 90:10 בִּגְבוּרֹת with strength. of the instrument or means: as בַּחֶרֶב with the sword Ex 5:3 etc.; בְּרַגְלַיִם with the feet Is 28:3; . . . בְּיַד by the hand of . . . (v. sub יָד); to stone בְּאֶבֶן or בָּֽאֲבָנִים with stones Lv 20:2 Nu 14:10 etc.; שָׁתָה בְּ to drink with a cup Gn 44:5 Am 6:6 (cf. in Aram. Dn 5:2); to cry בְּגָרוֹן with the throat Is 58:1; to burn בָּאֵשׁ in or with fire (oft.); to slay or to perish בָּרָעָב through hunger or בַּדֶּבֶר through pestilence Ex 16:3 Je 21:9 + oft. (cf. Jb 27:15 בַּמָּוֶת יִקָּבֵ֑רוּ); to save with or by Ju 7:7 1 Sa 14:6. idiom., with certain verbs, as שָׁחַק בְּ to play with Jb 40:29; עָבַר בְּ to labour with a person (as with an instrument), i.e. to use him as a slave Ex 1:14 Je 22:13 27:7 al.; עָשָׂה בְּ Je 18:23 Ne 9:24 Dn 11:7; Est 1:15 2:11 3:11 6:6; & perh. דִּבֶּר בְּ (of God) to speak with one Nu 12:2.8a al. (v. Ew §217f. (3); Dr 8m ii. 23, 2). Further הִתְנַבֵּא ביהוה ,בַּבַּעַל to prophesy with or by י' or Baal, י' or Baal being the inspirer; דָּרַשׁ ,שָׁאַל בְּ to inquire or ask by means of a god (or oracle). ביהוה through י', (= by His aid) in many connexions, as ψ 18:30 44:6 56:5.11 60:14 Is 26:13 45:25 Ho 1:7 Ze 10:12; with pass. verbs Dt 33:29 Is 45:17 (to be saved): and even of the immediate cause Nu 36:2 to be commanded ביהוה by י' Gn 9:6 בָּאָדָם by man shall his blood be shed (both unusual), Ho 14:4. allied is the use of בְּ in such phrases as to bless, swear, speak, prophesy, etc., בְּשֵׁם in the name of . . . (i.e. the name being used or appealed to in the act) Dt 6:13 Je 11:21, etc. (so to swear ביהוה by י', Jos 2:12 etc., בִּימִינוֹ Is 62:8; to bless בְּךָ with thee Gn 48:20, to swear with me ψ 102:9, i.e. using my name in oath, Je 29:22); almost = in the authority and power of 1 Sa 17:45 25:5 1 K 21:8 Mi 4:5 Zc 10:12 ψ 20:6 44:6 89:25. בַּמָּה or בַּמֶּה by means of what? how? Gn 15:8 Ju 6:15 16:5.6.10 1 K 22:21 Mal 2:17. בְּזֹאת by means of this Gn 42:15.33 Ex 7:17 Nu 16:28; with this = on this condition Gn 34:15.22 1 Sa 11:2 Is 27:9. of cost or price (the Beth pretii), the price, whether given or received, being treated as the instrumental means by which the act is accomplished, with, for, at the cost of: thus regularly with שָׂכַר hire Gn 30:16, פָּדָה redeem Ex 34:20, אֵרֵשׂ betroth 2 S 3:14, קָנָה buy 2 S 24:24; 1 K 2:23 בְּגַפְשׁוֹ at the cost of his life hath A. spoken this word, 2 S 23:17 who went בְּנַפְשׂוֹתָם at peril of their lives, Pr 7:23 La 5:9 Jos 6:26 בִּכְכֹרוֹ יְיַסְּדֶנָּה at the price of his firstborn shall he lay its foundations, 1 Ch 12:19 בְּרָאשֵׁינוּ to the jeopardy of our heads he will fall away, etc. with מָכַר sell Dt 21:14; עָבַד serve Gn 29:18.20 Ho 12:13; הֵמִיר exchange Lv 27:10 Ho 4:7 their glory I will exchange for ignominy, ψ 106:20; נָתַן בְּנֶשֶׁךְ to give for interest Lv 25:37 ψ 15:5; in other connexions Gn 23:9 47:15f. Is 45:13 La 1:11 Ct 8:7.11; Dt 19:21 נֶפֶשׁ בְּנֶפֶשׁ עַיִן בְּעַיִן life for life, eye for eye; Is 2:22 at what is he to be accounted? 7:23 a thousand vines בְּאֶלֶף כָּ֑סֶף at a thousand (shekels of) silver.—Hence (perhaps) the idiom. usages שָׁנָה בְשָׁנָה year for year, one year like another, annually Dt 15:20 al.; יוֹם בְּיוֹם (late), בְּיוֹם בְּיוֹם † 1 Sa 18:10; בְּפַעַם בְּפַעַם (v. פַּעַם ,יוֹם); חֹדֶשׁ בּחֹדֶשׁ † 1 Ch 27:1. rather peculiarly, in certain cases where the object of an action may be treated as the instrument by which it is accomplishcd: as הֵנַיעַ בְּרֹאשׁ to shake with the head Je 18:6 Jb 16:4 (as well as הֵנִיעַ רֹאשׁ ψ 22:8); to open with the mouth Jb 16:10, with the lips ψ 22:8; to gnash with the teeth Jb 16:9 (to gnash the teeth ψ 35:16); to wink with the eye Pr 6:13 (to wink the eye, ib. 10:10); נָתַן בְּקוֹל to utter with the voice ψ 46:7 68:34 Je 12:8 (but נָתַן קוֹל is more common); to stretch out with the hand La 1:17; הֵרִים בַּמַּשׂטֶּה (unusual) Ex 7:20. So קָרָא בְּשֵׁם to call with the name—in diff. senses, acc. to the context, viz. to proclaim Ex 33:19 34:5 Is 44:5 ψ 49:12; to invoke Gn 4:26 12:8 1 K 18:24-26 Is 12:4; to name honourably Is 43:1 45:3. Cf. Ew §282d Ges §119.8b R. W AGii. §56bβ De Jb 31:12; Pr 29:30. with a causal force, through, on account of: Gn 18:28 הֲתַשְׁחִית בַּחֲמִשָּׁה wilt thou destroy on account of five the whole city? Lv 26:89 Nu 16:26 Dt 9:4.5 24:15: אִישׁ בְּחֶטְאוֹ יוּמָֽתוּ they shall be put to death, each because of his own sin (cf. Je 31:30 Ez 3:18, v. 18:17) 2 S 3:27 14:7 (cf. Jon 1:14) Is 7:4 (∥ מִן) 28:7 (∥ מִן) 50:1 53:5 57:17 Je 51:46 ψ 5:8.11 6:8 (∥ מִן) 31:10 32:3 42:10 90:9 94:23. So in בִּגְלַל , בַּאֲשֶׁר (v. גָּלָל , אֲשֶׁר) & (sts.) in בִּדְבַר at, through, the word of. . . . of the material with which a work is wrought, both absol. עָשָׂה בַזָּהָב to work with gold Ex 31:4 1 K 7:14; and to make a thing with (in our idiom, of) gold Ex 38:8 Ez 7:20 1 K 15:22 (בָּגָה). Without a verb Lv 13:62 2 Ch 9:18. with for falthough, in spite of (cf. Germ. bei alle dem): Lv 26:27 Nu 14:11 בְּכֹל הָאֹתוֹת in spite of all the signs that I have wrought, Dt 1:32 Is 47:9 ψ 27:3; esp. in the phrase בְּכָל־זֹאת for all this Is 5:25 9:11.16.20 10:4 ψ 78:32 al. (Cf. in Ar. Arabic Qor 9:25.) of a standard of measurement or computation, with, by: Ex 12:4 בְּמִכְסַת נְפָשֹׁת by the computation of souls; Lv 5:25 al. בְּעֶרְכְּךָ by thy reckoning; Ez 4:10; בְּמִסְפָּר by number Dt 25:2 +; . . . בְּמִסְפַּר by the number of . . . Lv 25:15.50 Nu 1:2, etc.; בְּשֶׁקֶל הַקֹּדֶשׁ Ex 30:13 al. (in P); בָּאַמָּה often (v. אַמָּה); Dt 3:11 בְּאַמַּת אִישׁ by the cubit of a man; 2 S 14:26 בְּאֶבֶן הַמֶּלֶךְ. Of a model Gn 1:26 בְּצַלְמֵנוּ in our image, 5:1.3 Ex 25:40; בְּדֶרֶךְ with the way (= in the manner) of . . . Is 10:24.26 Am 4:10. בְּ is used also with certain classes of verbs, though the explanation of its use may be sometimes doubtful: viz. with verbs of taking refuge, trusting, relying, as בָּטַח ,הֶאֱמִין ,חָסָה ,נִשְׁעַן. with verbs of ruling, governing, restraining, as שָׁלַט ,רָדָה ,עָצַר ,נָגַשׂ ,מָשַׁל ,מָלַךְ. with verbs of rejoicing, feeling pleasure or satisfaction, etc., as שָׂבַע ,רָצָה ,חָפֵץ ,שָׂמֵחַ ,שׂוּשׂ,עָלַץ ,גִּיל (but with this verb מִן is more common). [Prob. a case of III. 5.] with verbs expressive of sensible perception, to denote the pleasurable or attentive exercise of the faculty concerned, as שָׁמַע בְּ to listen to, חָזָה ,רָאָה ,הִבִּיט בְּ, to look upon, הֵרִיחַ בְּ to smell at (see these words). occasionally also with verbs of speaking, thinking, mentioning, knowing, to denote the object of the action, as דִּבֶּר בְּ to speak about Dt 6:7 ψ 87:3 al. (v. sub דִּבֶּר); שִׂיחַ ,הָגָה ,הִלֵּל בְּ ψ 44:9 63:7 69:13; יָדַע Je 38:24; זָכַר once Je 3:16, oft.; ψ 71:6 בְּךָ תְהִלָּתִי of thee is my praise. Followed by an inf. c., בְּ forms a periphrasis for the gerund, though in English it is commonly to be rendered by a verb and conj., viz.:— as a temporal conj., as Gn 2:4 בְּהִבָּֽרְאָם in their being created = when they were created, 4:8 בִּהְיוֹתָם in their being (= when they were) in the field; and constantly. Sometimes it has in appearance the force of after that, as Gn 33:18 Ex 3:12 13:17; but as a rule this is really due to the action denoted by the inf. being treated as extending over a period within which the action of the principal verb takes place: so esp. in the phrase בְּצֵאת יִשׂרָאֵל מִמִּצְרַיִם, even of events at the close of the 40 years, Dt 4:45 23:5 Jos 5:4, the whole period being treated as that in which Egypt was left (comp. 2 K 2:1 where the time included is future). Cases, however, occur in which this explanation will hardly apply, as Dt 27:4.12. as a causal conj. (cf. above III. 5), as Gn 19:16 בְּחֶמְלַת י' עָלָיו through J.'s having compassion upon him, Ex 16:7 33:16 34:29 Dt 1:27 בְּשִׂנְאַת י' אֹתָנוּ through J.'s hating us, etc. (9:28 similarly מִן), 1 K 18:18 (= in that ye have . . .) Ez 9:8 43:8 44:7 2 Ch 28:6. as a concessive conj., when = though: Is 1:15 ψ 46:3 בְּהָמִיר אָרֶץ though the earth do change. Note.—Ex 10:12 בָּאַרְבֶּה can only be rendered 'with the locusts,' the locusts being conceived as implicit in Moses' uplifted hand: but prob. לָאַרְבֶּה should be read. Thrice in late Heb. בְּ is used peculiarly: 1 Ch 7:23 for with misfortune was it in his house (בְּרָעָה chosen for the purpose of explaining בְּרִיעָה); 9:33 עֲלֵיהֶם בַּמְּלָאכָה, it devolved upon them with the work; Ezr 3:3 for with terror (was it) upon them from the peoples of the countries (the sentence without a verb as oft. in Chr.: Dr Intr. 504f.): cf. 8:34. Compo Ew §295f.
b.ab.ab	H1119	בְּמוֹ		בְּמוֹ poet. for בְּ
b.ab.ac		בְּ		בְּ v. בֶּן־ v. בֵּית
b.ab.ad		בִּאָה		בִּאָה v. בּוֹא
b.ac.aa	H0874	באר	root	[באר] vb. only Pi. make distinct, plain
b.ac.ab	H0876	בְּאֵר		בְּאֵר n.f. Gn 26:21 well, pit a well, often as made by digging pit as n.pr.loc. a station of Isr. in desert 8 miles north of Eleutheropolis
b.ac.ac		בְּאֵר אֵילִים		בְּאֵר אֵילִים v. בְּאֵר
b.ac.ad	H0883	בְּאֵר לַחַי רֹאִי		בְּאֵר לַחַי רֹאִי n.pr.loc. (lit. well of the living One that seeth me)
b.ac.ae	H0884	בְּאֵר שֶׁ֫בַע		בְּאֵר שֶׁ֫בַע n.pr.loc. Beersheba
b.ac.af	H0878	בְּאֵרָא		בְּאֵרָא n.pr.m. a man of Asher 1 Ch 7:37.
b.ac.ag	H0880	בְּאֵרָה		בְּאֵרָה n.pr.m. a Reubenite 1 Ch 5:6.
b.ac.ah	H0881	בְאֵרוֹת		בְאֵרוֹת n.pr.loc. city of Gibeonites
b.ac.ai	H0886	בְאֵרֹתִי		בְאֵרֹתִי adj.gent. always c. art.
b.ac.aj	H0885	בְּאֵרֹת בְּנֵי־יַעֲקָן		בְּאֵרֹת בְּנֵי־יַעֲקָן n.pr.loc. a station of Isr. in desert, prob. in country of Horites
b.ac.ak	H0882	בְּאֵרִי		בְּאֵרִי n.pr.m. (my well) a Hittite, Esau's father-in-law Gn 26:34. Hosea's father Ho 1:1.
b.ac.al	H0877	בֹאר		[בֹאר] n.m. cistern, pit, well
b.ac.am	H0953	בּוֹר		בּוֹר n.m. pit, cistern, well cistern, containing water, made by digging later appar. well pit dungeon (poet. & late; never c. art.) pit of the grave
b.ac.an	H5626	בּוֹר הַסִּרָה		בּוֹר הַסִּרָה n.pr.loc. 2 S 3:26 (cistern of Sirah)
b.ac.ao	H3565	בּוֹר עָשָׁן		בּוֹר עָשָׁן (so rd. for ordinary כור ע׳) n.pr.loc. 1 S 30:30 (smoking pit), in S.W. of Judah
b.ac.ap		בַּיִר		בַּיִר v. בּוֹר
b.ac.aq	H1275	בֵּרִי		בֵּרִי n.pr.m. a descendant of Asher 1 Ch 7:36
b.ac.ar	H1268	בֵּר֫וֹתָה		בֵּר֫וֹתָה n.pr.loc. near Hamath Ez 47:16
b.ac.as	H1268	בֵּרֹתַי		בֵּרֹתַי n.pr.loc. belonging to Hadadezer of Zoba 2 S 8:8; perh. = foregoing [b.ac.ar].
b.ac.at		בֵּרֹתִי		בֵּרֹתִי v. הַבְּאֵרֹתִי
b.ad.aa	H0887	בָּאַשׁ	root	בָּאַשׁ vb. have a bad smell, stink Qal stink Niph. only fig. make oneself odious, become odious Hiph. emit a stinking odour cause to stink Hithp. they had made thmselves odious
b.ad.ab	H0889	בְּאֹשׁ		בְּאֹשׁ n.m. stench
b.ad.ac	H0890	בָּאְשָׁה		בָּאְשָׁה n.f. (stinking thing) stinking or noxious weeds, Jb 31:40
b.ad.ad	H0891	בְּאֻשִׁים		בְּאֻשִׁים n.[m.]pl. stinking or worthless things, wild grapes
b.ad.ae	H0892	בָּבָה		[בָּבָה] n.f. only Zc 2:12 the apple of his eye
b.ad.af	H0893	בֵּבַי		בֵּבַי n.pr.m. a chief of returning exiles
b.ad.ag	H0894	בָּבֶ֫ל		בָּבֶ֫ל 262 n.pr.loc. Babel, Babylon
b.ad.ah		בַּג		בַּג v. בַּז sub. בזז
b.ae.aa	H0898	בָּגַד	root	[בָּגַד] vb. act or deal treacherously
b.ae.ab	H0899	בֶּ֫גֶד		בֶּ֫גֶד n.[m.] treachery Is 24:16 Je 12:1.
b.ae.ac	H0900	בֹּגְדוֹת		בֹּגְדוֹת pl.abst. men of treachery Zp 3:4.
b.ae.ad	H0901	בָּגוֹד		[בָּגוֹד] adj. treacherous
b.ae.ae	H0899	בֶּ֫גֶד		בֶּ֫גֶד n.m. garment, covering
b.ae.af	H0902	בִּגְוַי		בִּגְוַי n.pr.m. (happy?) a companion of Zerubbabel a chief of the people in Nehemiah’s time
b.ae.ag		בִּגְלַל		בִּגְלַל v. גלל
b.ae.ah	H0903	בִּגְתָא		בִּגְתָא n.pr.m. a eunuch of Ahasuerus Es 1:10.
b.ae.ai	H0904	בִּגְתָן		בִּגְתָן n.pr.m. (gift of God?) a eunuch of Ahasuerus
b.ae.aj		בִּגְתָ֫נָא		בִּגְתָ֫נָא v.
b.ae.ak	H0906	בַּד		בַּד, בָּ֑ד n.[m.] white linen (deriv. unknown)
b.ae.al		בַּד		בַּד v. בדד
b.ae.am	H0908	בָּדָא		בָּדָא vb. devise, invent
b.af.aa	H0909	בָּדַד	root	[בָּדַד] vb. be separate, isolated
b.af.ab	H0905	בַּד		בַּד, בָּ֑ד n.m. separation, concr. part prop. in a state of separation, alone, by itself concr. part parts, specif. extended from something
b.af.ac	H0910	בָּדָד		בָּדָד n.[m.] isolation, separation
b.ag.aa		בדד	root	בדד (prob. i. q. בָּדָא q. v. talk idly).
b.ag.ab	H0907	בַּד		[בַּד] n.m. empty, idle talk concr. empty talkers, praters
b.ag.ac	H0911	בְּדַד		בְּדַד n.pr.m. father of an Edom. ruler
b.ag.ad		בְּדֵי		בְּדֵי v. דַּי
b.ag.ae	H0912	בֵּֽדְיָה		בֵּֽדְיָה n.pr.m. an Israelite Ezr 10:35.
b.ah.aa	H0914	בָּדַל	root	[בָּדַל] vb. be divided, separate Hiph. divide, separate divide, separate, subj. God separate, set apart make a distinction between clean and unclean, holy and profane divide into parts Niph. (reflex. of Hiph. 2) pass. be separated
b.ah.ab	H0915	בָּדָל		[בָּדָל] n.[m.] piece, severed piece, Am 3:12.
b.ah.ac	H3995	מִבְדָּלָה		[מִבְדָּלָה] n.f. separate place, Jos 16:9
b.ah.ad	H0913	בְּדִיל		בְּדִיל n.[m.] alloy, tin, dross alloy tin (plumbum album) plummet
b.ah.ae	H0916	בְּדֹ֫לַח		בְּדֹ֫לַח n.[m.] prob. bdellium
b.ah.af	H0917	בְדָן		בְדָן n.pr.m. a judge of Israel a Manassite
b.ai.aa		בדק	root	בדק (penetrate, split ? cf. Aram. בְּדַק, Arabic explore; but these perh. denom. cf. Lag GN 1882, 400).
b.ai.ab	H0919	בֶ֫דֶק		בֶ֫דֶק n.m. fissure, rent, breach
b.ai.ac	H0918	בָּדַק		[בָּדַק] vb. denom. mend, repair, only 2 Ch 34:10.
b.ai.ad	H0920	בִּדְקַר		בִּדְקַר n.pr.m. Isr. officer 2 K 9:25 (v. בֵּן).
b.aj.aa		בהה	root	בהה (cf. Ar. Arabic be empty; on a possible connexion in As. cf. Hpt BA 8i.18).
b.aj.ab	H0922	בֹ֫הוּ		בֹ֫הוּ n.[m.] emptiness
b.aj.ac	H0923	בַּ֫הַט		בַּ֫הַט n.[m.] a costly stone, perh. porphyry, Est 1:6
b.ak.aa	H0926	בָּהַל	root	[בָּהַל] vb. Niph. be disturbed, dismayed, terrified be in haste, hasty Pi. dismay, terrify hasten, make haste, act hastily Pu. hastened; hastily gained Hiph. dismay, terrify (late) hasten, hurry
b.ak.ab	H0928	בֶּֽהָלָה		בֶּֽהָלָה n.f. dismay, sudden terror or ruin
b.al.aa		בהם	root	בהם (Ar. Arabic, IV. shut, x. impeded in speech, tongue-tied; Eth. Ethiopic: be dumb).
b.al.ab	H0929	בְּהֵמָה		בְּהֵמָה 187 n.f. beast, animal, cattle of living creatures other than man opp. also to wild beasts rarely of wild beasts, esp. carnivora
b.al.ac	H0930	בְּהֵמוֹת		בְּהֵמוֹת n.m. behemoth, i.e. hippopotamus
b.am.aa		בהן	root	בהן (cf. Ar. Arabic IV. shut, cover (v. foregoing) whence also Arabic = בֹּהֶן; as closing and covering the hand, cf. Lane).
b.am.ab	H0931	בֹּ֫הֶן		בֹּ֫הֶן n.[f.] thumb, great toe
b.am.ac	H0932	בֹּ֫הַן		בֹּ֫הַן n.pr.m. (closing, covering?) a mark of division between Judah & Benjamin.
b.an.aa		בהק	root	בהק (NH בָּהַק shine, Aram. בְּהַק, Syriac, Aph. id.; hence בַּהֲקִיתָא, Syriac, an eruption, v. sq.)
b.an.ab	H0933	בֹּ֫הַק		בֹּ֫הַק n.m. a harmless eruption on the skin Lv 13:39.
